K,C,X,Y,R,S,df,ConfigID,rewards
276,102,208,200,9,9,eye,767,200873905
12,372,216,64,3,3,eye,767,3406033
40,296,160,88,5,5,dla,765,65782081
22,178,168,168,5,5,shi,670,48202045.0
14,140,144,88,5,5,eye,762,2513281
376,334,144,104,1,1,eye,575,43350529
162,434,64,240,1,1,shi,766,19998721
460,32,192,120,9,9,eye,765,46557889
154,254,48,144,9,9,shi,766,380260861
188,470,208,56,9,9,eye,759,172302001
412,38,40,184,9,9,dla,759,188531201
108,40,192,88,1,1,shi,767,1797121
442,436,72,160,5,5,shi,661,986878153.0
148,122,64,208,3,3,shi,759,40680169
298,220,64,256,9,9,dla,757,1349191425
146,58,104,216,1,1,eye,765,4134241
82,334,72,248,7,7,eye,565,94899421
128,440,80,160,1,1,shi,767,15100801
274,442,56,128,1,1,shi,767,14801697
122,460,112,120,7,7,dla,757,583802209
138,260,1,8,9,9,dla,761,447236
274,166,1,200,1,1,eye,191,9926801
154,446,8,136,3,3,dla,766,7879201
454,38,176,80,7,7,eye,762,28039441
252,408,32,176,3,3,shi,767,83538001
30,186,56,56,1,1,eye,765,343729
322,110,160,80,7,7,eye,762,57441121
396,202,256,152,5,5,shi,767,1512868699
148,380,192,176,1,1,shi,765,36115201
334,182,120,72,1,1,eye,767,9539713
56,452,232,136,7,7,shi,763,841228501
32,86,168,224,3,3,eye,715,5574865.0
204,80,48,40,1,1,eye,575,707201
150,340,40,216,9,9,eye,381,99266401
266,134,208,40,3,3,eye,762,16946177
156,214,16,184,3,3,shi,767,12660883
458,158,176,184,5,5,eye,764,196679665
162,244,184,224,5,5,eye,764,131022145
130,122,248,248,3,3,eye,765,47338929
30,52,72,240,7,7,eye,573,5208529
60,284,216,168,9,9,shi,767,861372001
198,448,32,200,5,5,shi,766,248564737
402,66,192,72,7,7,shi,761,483864085
114,422,216,48,9,9,eye,761,78095321
326,160,88,168,1,1,dla,766,15966721
420,424,240,48,9,9,eye,767,288786401
460,50,64,232,5,5,shi,693,138110401.0
270,476,88,88,7,7,dla,765,713120545
490,362,192,72,3,3,eye,765,116219377
132,338,8,184,1,1,eye,575,8893457
58,44,144,48,7,7,eye,565,2273833
100,508,128,80,3,3,dla,765,71547841
254,498,88,72,7,7,eye,760,124958161
504,256,40,160,3,3,shi,767,132797953
252,262,88,152,3,3,eye,767,59971801
22,312,152,232,7,7,eye,766,33359041
310,394,240,120,7,7,shi,765,2801745033
174,216,136,136,9,9,shi,761,779529745
268,502,136,72,3,3,eye,765,88805809
240,20,160,184,1,1,eye,767,2870401
476,14,136,136,3,3,eye,764,8213941
388,56,120,88,1,1,eye,765,4228225
500,258,96,32,1,1,eye,767,9015553
280,306,32,200,5,5,dla,765,192848321
194,354,160,32,1,1,shi,766,12234241
166,394,144,192,7,7,eye,757,262237339
294,174,56,112,7,7,shi,762,250781329
30,256,8,104,1,1,shi,705,135169.0
428,86,144,88,3,3,shi,766,94623049
30,288,152,208,3,3,eye,609,16275169.0
224,78,176,256,1,1,eye,767,14796289
268,178,136,200,9,9,shi,759,1484321887
14,148,184,192,3,3,dla,762,13278721
376,74,248,192,7,7,eye,763,147620233
490,16,16,168,1,1,shi,767,409345.0
74,414,88,120,1,1,shi,766,6120577
92,138,136,56,9,9,eye,759,12378601
156,316,72,208,7,7,eye,767,140337497
338,472,112,200,9,9,shi,757,4034665441
156,312,200,224,1,1,eye,767,47244289.0
186,314,120,136,3,3,shi,569,187243225
104,402,72,16,1,1,eye,571,1505089
56,182,112,192,7,7,shi,763,158872897.0
500,118,232,152,3,3,eye,765,107380001
418,96,112,80,9,9,shi,574,676164097
416,400,16,200,7,7,shi,763,326310401
272,184,80,224,9,9,shi,763,1167719937
338,362,1,16,1,1,shi,382,134665
256,364,192,104,1,1,eye,765,32480449
92,464,168,72,5,5,shi,567,350745953
360,400,240,216,7,7,shi,767,6606048001
30,8,240,160,9,9,eye,765,1323553
312,244,224,256,1,1,eye,767,84451329
364,70,256,224,3,3,dla,762,375318529
44,370,96,232,7,7,shi,766,287256161
18,134,256,248,9,9,eye,764,21129121
490,84,256,168,9,9,eye,765,240341473
444,68,160,208,7,7,dla,767,1355873289
30,256,40,56,3,3,eye,765,1257985
228,432,208,216,5,5,eye,767,424944577
126,346,96,32,1,1,shi,572,4650241
118,468,112,232,9,9,eye,757,225037801
84,242,232,24,3,3,eye,707,5908673.0
48,406,80,120,1,1,dla,743,3494401.0
8,466,216,160,9,9,eye,767,20565513
8,206,256,112,9,9,dla,766,66956033
274,164,24,120,7,7,shi,757,79401913
86,48,104,104,5,5,shi,757,20722561
284,166,224,184,1,1,shi,767,34804225
416,100,224,120,7,7,eye,763,138964801
36,392,16,256,1,1,dla,767,1118209
254,200,64,120,9,9,shi,745,461213201.0
20,302,32,232,3,3,dla,765,6279001
240,398,48,240,1,1,shi,767,19868161
472,54,8,88,1,1,eye,766,2452033
80,378,112,184,9,9,shi,765,764334145
146,160,128,184,5,5,shi,757,218124001
384,18,176,16,3,3,eye,767,941761
388,476,248,120,5,5,shi,759,2257718457
364,314,248,112,7,7,eye,762,359477249
474,84,72,48,1,1,eye,767,4193281
216,310,168,208,5,5,eye,767,206588341.0
104,492,136,56,3,3,eye,763,25213033
392,312,256,48,3,3,eye,763,71425537
214,326,104,40,5,5,shi,757,175107641
70,436,256,192,5,5,eye,765,116439905
332,224,192,96,7,7,eye,759,142842337.0
298,142,168,72,7,7,shi,757,672824401
476,126,32,192,7,7,shi,762,229331089
278,418,152,192,7,7,eye,608,463922317.0
346,16,248,112,9,9,dla,181,703847041
102,48,144,88,3,3,eye,761,3904561
258,268,96,128,1,1,shi,767,14716417
406,210,56,232,9,9,eye,762,172956001
380,274,192,48,3,3,eye,765,45479617.0
424,318,56,168,1,1,eye,766,25002433
142,374,112,8,1,1,shi,191,6534529
8,482,40,88,7,7,shi,572,12853013
286,54,120,216,9,9,shi,766,560504881
142,492,136,240,3,3,shi,766,340548625
500,84,168,168,3,3,eye,765,64209601
424,158,168,184,5,5,eye,763,181782793
56,356,24,104,5,5,shi,763,19955937
144,402,80,112,3,3,eye,767,38910385
422,278,168,88,9,9,eye,764,257530861
58,256,248,208,3,3,shi,757,133928961
90,104,104,248,7,7,eye,765,32170321
190,210,80,152,7,7,shi,765,434163871
146,314,128,48,1,1,dla,765,5068801
390,10,192,176,3,3,eye,765,6175261
376,242,224,80,3,3,shi,571,365287385
60,166,232,216,1,1,eye,767,9322561
36,128,104,168,3,3,shi,767,12729601
186,196,152,240,1,1,eye,766,28788481
396,470,144,200,5,5,shi,767,2607417121
314,152,56,88,3,3,shi,764,46730881
64,210,184,216,7,7,dla,679,470090881.0
318,272,240,40,3,3,shi,761,186427713
198,438,32,8,5,5,dla,766,3894913
246,50,88,88,1,1,eye,575,2402401
96,30,128,256,7,7,shi,767,68883841
136,158,152,8,1,1,eye,763,580177
152,490,184,248,3,3,shi,763,490264601.0
410,62,136,112,1,1,eye,765,9395233
498,258,128,248,5,5,shi,761,1595343001
24,500,144,72,7,7,shi,767,162328001
252,416,240,72,9,9,eye,767,272004097
434,150,152,184,3,3,dla,762,324979201
156,132,256,112,7,7,shi,767,504627553
500,184,240,200,3,3,shi,765,791200001
396,50,48,224,1,1,shi,767,4118401
184,64,240,72,7,7,shi,571,270147329
320,256,144,80,3,3,eye,573,58146817
410,264,40,248,3,3,eye,765,80768689
402,282,152,32,1,1,eye,767,11965825
324,344,128,104,3,3,shi,767,253562401
300,128,16,72,7,7,dla,767,19437001
144,260,120,152,3,3,dla,767,115758001
32,174,256,136,7,7,shi,571,204699169
4,378,64,8,5,5,dla,759,145441
388,152,248,200,3,3,eye,765,142414273
242,448,112,64,5,5,dla,766,275425921
424,108,144,40,1,1,shi,766,7278337
370,320,144,48,7,7,eye,573,104641921
120,366,104,216,5,5,eye,767,94742761
466,70,88,152,1,1,shi,767,9369361
242,330,56,48,1,1,shi,766,4878721
238,68,216,72,9,9,eye,762,42022913
406,330,240,216,9,9,shi,762,10072999201
218,236,240,120,5,5,eye,766,125061121
324,104,176,208,1,1,shi,767,25698817
358,144,240,136,7,7,dla,767,1612564201
10,154,48,176,5,5,shi,767,5086159
28,464,120,184,9,9,shi,762,353662657
394,470,88,72,7,7,dla,760,841414465
350,174,152,8,1,1,dla,766,1400833
48,396,208,224,9,9,eye,767,147958273
46,276,128,88,1,1,eye,767,2525953
434,310,200,232,3,3,eye,762,378864641
190,334,40,120,3,3,eye,765,23099441
272,278,128,72,5,5,dla,763,288121441
96,490,24,256,9,9,shi,767,243886721
58,180,232,40,7,7,eye,757,10335601
20,310,168,88,5,5,eye,765,7936621
296,180,136,72,3,3,eye,574,34992001
484,116,56,224,3,3,shi,766,109511425
144,332,168,112,5,5,shi,767,392288545
474,88,256,144,3,3,eye,761,73413121.0
76,14,56,200,9,9,shi,759,12415285
18,394,104,144,1,1,eye,764,2269441
68,146,176,40,5,5,dla,759,31894993
14,438,120,184,7,7,dla,762,97726273
114,252,232,184,7,7,eye,761,146895841
268,290,64,208,1,1,dla,765,19768321.0
358,124,168,152,5,5,shi,757,548219005
14,200,120,152,3,3,shi,762,8968801
66,382,40,32,1,1,dla,766,552961
312,188,200,40,9,9,shi,767,912325649
202,44,8,88,1,1,eye,191,855713
374,118,144,80,7,7,dla,766,374984641
134,464,128,56,1,1,eye,764,7795201
308,268,72,176,3,3,eye,574,87046401
90,272,104,56,9,9,dla,765,168168961
300,340,112,160,5,5,shi,767,826761001
300,136,216,216,7,7,dla,767,1948117501
310,178,152,144,9,9,dla,765,1477084033
202,492,248,256,9,9,shi,757,7733466577
156,138,248,96,7,7,dla,575,500308381
370,490,192,160,9,9,eye,765,749874931
434,80,16,1,1,1,dla,574,15361
292,326,128,152,5,5,shi,759,887070451
422,454,80,240,7,7,eye,572,641334929
200,360,136,224,7,7,eye,573,339379201
38,174,184,96,3,3,dla,757,18527965
52,208,112,160,1,1,eye,766,3993601
196,272,208,120,1,1,eye,766,28200961
316,306,16,32,1,1,dla,766,890881
378,468,240,64,5,5,eye,764,213228289
428,498,232,208,5,5,shi,615,4869487825.0
446,80,16,40,9,9,dla,763,18608129
442,452,56,32,5,5,eye,767,30203545
466,222,72,256,9,9,eye,767,235878553
428,298,144,128,9,9,dla,759,2837640001
104,172,136,56,5,5,eye,763,14831389
286,308,232,160,9,9,shi,766,4795406617
142,422,112,144,1,1,shi,575,22119553
198,378,224,120,9,9,eye,742,315596737.0
98,280,232,192,3,3,eye,762,64225281
460,282,104,208,3,3,shi,765,478096033
54,362,256,240,1,1,shi,766,22241281
26,448,248,240,9,9,dla,757,825901441
164,144,184,200,5,5,shi,759,425938177
20,312,232,120,5,5,shi,765,71193409
234,168,200,96,3,3,eye,764,45846529
138,504,144,168,7,7,eye,761,246214081
304,362,96,80,1,1,shi,574,23353345
40,440,112,248,3,3,shi,765,69956481
176,328,168,224,3,3,eye,766,116505601
248,116,96,104,1,1,shi,767,6080257
334,192,176,64,1,1,eye,767,13418497
424,438,120,256,9,9,eye,763,843689617
86,76,40,40,7,7,shi,565,10905317
322,168,32,256,1,1,shi,767,7547905
258,68,72,40,5,5,eye,761,7064385
106,70,232,104,7,7,eye,757,20568241
188,426,40,144,5,5,eye,572,56610289
92,456,152,152,1,1,eye,767,21625345.0
410,336,200,152,9,9,eye,765,536272129
50,56,152,224,1,1,shi,765,1872641
6,210,64,144,1,1,eye,761,211681
468,278,104,104,1,1,eye,767,29316769
240,262,72,208,5,5,shi,767,427877441
102,128,56,40,9,9,eye,569,4238849
478,488,32,168,9,9,shi,757,1361445337
210,374,24,240,3,3,shi,765,62455009
154,214,120,80,7,7,eye,766,35592481
8,328,120,248,1,1,eye,766,1464193
248,308,56,216,1,1,eye,767,18162145
176,98,152,192,9,9,eye,766,88115329
290,268,208,72,5,5,eye,765,109243233
378,86,112,128,9,9,dla,572,765273601
106,390,128,200,9,9,shi,757,1206342541
422,144,144,256,7,7,dla,572,2150109001
330,228,40,48,3,3,eye,574,10944001
92,424,144,96,5,5,eye,567,56142265
474,308,216,104,9,9,eye,761,521386097
66,464,168,112,9,9,eye,766,89399809
222,358,48,256,3,3,shi,761,132460001
154,264,56,176,3,3,shi,766,59476033
218,138,88,240,1,1,eye,766,15897601
108,492,152,112,9,9,eye,767,155103985
318,34,40,104,1,1,eye,766,1230529
342,486,56,136,5,5,eye,764,112691737
356,66,168,200,5,5,shi,759,386109769
68,340,104,248,9,9,eye,759,101439001
346,490,8,256,3,3,shi,767,36946001
108,122,72,160,3,3,shi,767,24981697
342,148,40,200,9,9,shi,764,393657505
80,264,248,176,1,1,shi,765,17284609
458,434,200,96,3,3,eye,764,232318465
150,438,216,184,9,9,eye,765,426261601
100,302,216,88,3,3,dla,765,83738201
126,70,144,256,1,1,eye,572,7526401
160,302,256,136,5,5,eye,753,130985857.0
410,78,248,216,9,9,eye,765,248983489
488,72,144,136,1,1,shi,575,16578433
296,358,232,200,7,7,shi,763,4695707001
472,440,152,64,9,9,eye,571,353808841
334,180,112,88,7,7,dla,760,429784633
356,150,248,152,7,7,shi,759,1901053351
146,384,176,144,7,7,shi,565,1403141761
104,198,144,160,7,7,eye,763,66764413
306,398,200,16,7,7,dla,764,204080241
170,340,256,40,9,9,eye,765,75001281
274,464,88,56,7,7,dla,766,442800001
266,218,256,192,3,3,eye,762,135725057
360,158,32,224,9,9,shi,767,442355761
246,196,88,64,1,1,shi,767,4708705
98,478,80,152,3,3,dla,762,83865601
234,418,56,176,7,7,shi,764,719179033
60,242,152,80,5,5,eye,767,17482081
250,24,184,224,7,7,dla,381,476319101
364,50,232,192,3,3,dla,762,145433601
8,488,240,152,5,5,shi,767,69171073
266,16,224,80,7,7,eye,762,9202689
412,190,112,32,1,1,shi,575,9682401
498,12,216,88,5,5,eye,761,10226929
60,240,48,80,1,1,shi,575,1497601
172,48,160,112,7,7,dla,567,138280605
360,26,168,96,3,3,eye,767,8161921
312,42,128,96,1,1,shi,767,3634177
236,340,136,240,3,3,eye,762,177561601
370,6,152,160,5,5,shi,765,24661981
100,336,72,64,3,3,eye,573,12841921
432,12,144,208,7,7,eye,767,22136977
448,68,80,1,1,1,eye,766,66913
60,58,96,200,1,1,shi,767,1447681.0
474,316,248,64,5,5,eye,761,180939073
508,54,56,96,9,9,eye,567,22288501
98,272,72,168,3,3,shi,762,50654017
156,114,48,48,7,7,dla,767,27013897
286,442,72,112,9,9,dla,766,1080561665
392,236,256,224,5,5,eye,763,409088065
226,352,88,136,3,3,shi,767,186936289
112,226,80,128,1,1,eye,571,7289857
394,234,64,176,5,5,shi,757,416541529
230,174,136,240,7,7,eye,765,200428165
460,232,80,184,1,1,eye,766,43029505
414,366,120,112,7,7,shi,764,1693398553
432,34,56,144,5,5,eye,767,10315873
152,262,24,80,3,3,shi,571,15849953
452,350,80,200,9,9,eye,567,565565001
502,348,176,192,3,3,eye,767,305883649
502,408,256,40,3,3,eye,767,97126849.0
348,434,240,104,5,5,shi,767,1783385857
196,374,232,112,3,3,shi,762,305091249
488,412,104,256,3,3,shi,763,741695585
448,156,160,32,9,9,eye,763,51026977
152,412,160,224,9,9,eye,763,365786785
118,84,160,72,7,7,shi,565,149809969
56,362,104,16,5,5,eye,763,3056005
396,42,152,96,5,5,eye,767,23779603
400,38,88,104,5,5,eye,765,15260801
340,452,24,248,3,3,shi,765,122206337
384,302,16,208,1,1,eye,575,26131457
452,106,40,64,9,9,dla,759,131622401
66,82,88,184,9,9,shi,766,105222565.0
328,354,168,232,5,5,eye,763,402589333
30,370,136,160,5,5,eye,765,26746561
404,86,48,240,1,1,eye,575,9122881
116,154,16,48,1,1,eye,380,960961
276,436,168,72,3,3,dla,767,203919381
300,174,208,40,9,9,eye,767,67720801
174,268,144,40,5,5,eye,569,28165729
122,158,40,24,1,1,dla,764,403201
124,404,56,232,5,5,shi,759,261050257
168,26,152,160,1,1,eye,767,2271361
342,138,216,208,1,1,eye,767,43285633
112,336,80,248,1,1,eye,571,20998657
512,112,224,40,7,7,eye,763,56340481
362,460,144,40,3,3,eye,574,59202001
192,152,144,40,9,9,dla,767,203255809
378,274,120,232,5,5,shi,764,1202539969
100,418,112,144,3,3,dla,765,99499401
172,448,248,104,3,3,shi,759,344363265
400,282,200,112,5,5,eye,765,249152641
66,142,80,24,5,5,eye,766,1881217
478,424,88,80,7,7,eye,767,219767681
230,252,240,64,3,3,eye,765,44304625.0
60,394,240,256,5,5,eye,767,120965881
408,44,232,184,3,3,eye,767,39787617
168,258,216,96,5,5,eye,767,82628113
328,146,16,216,3,3,shi,763,24255273
252,366,96,32,1,1,dla,767,5031937
460,270,152,104,5,5,eye,765,187045201
62,236,176,64,3,3,eye,764,8534233
172,508,160,232,9,9,shi,759,4304578641
96,414,184,232,7,7,eye,767,193126033
424,120,160,208,7,7,eye,763,217454761
470,464,136,88,5,5,eye,765,279164209
100,162,80,56,5,5,shi,765,30805921
482,314,232,72,7,7,eye,762,298124161
62,310,104,112,7,7,eye,757,30444481
172,210,120,88,7,7,eye,759,42693841
180,152,152,216,3,3,eye,767,53680321
330,340,160,144,5,5,eye,766,236476801
164,124,248,88,5,5,eye,766,34908481
156,10,232,136,5,5,dla,143,117765649
74,280,240,72,9,9,shi,757,389639601
220,424,208,176,9,9,eye,766,574876161
134,28,80,176,1,1,shi,764,1008001
120,166,80,88,7,7,eye,575,23465761
474,510,88,208,5,5,shi,761,2033355721
440,308,208,72,7,7,eye,766,266112001
250,64,104,256,9,9,eye,573,72665601
18,498,248,232,5,5,shi,764,218916817
466,120,96,80,5,5,shi,565,258294481
68,198,208,176,5,5,eye,759,47595241
250,488,200,224,3,3,eye,765,328619201
262,164,168,152,1,1,shi,767,23639617
226,422,256,88,9,9,eye,757,279821449
396,134,176,168,3,3,eye,767,80975665
446,110,48,216,7,7,shi,757,404450641
288,356,192,96,9,9,eye,767,249399361
308,192,192,144,5,5,shi,766,834430465
80,360,56,176,9,9,eye,573,44377921
190,6,88,232,7,7,shi,765,18327553
92,504,56,120,9,9,shi,759,360696673
376,322,80,24,1,1,shi,767,10716161
390,286,168,184,3,3,eye,765,185747563
212,404,80,24,1,1,shi,767,7562881
414,72,80,232,9,9,shi,764,695467009
392,106,248,208,1,1,eye,767,37834369
222,332,184,120,1,1,dla,767,32722561
326,216,24,168,9,9,dla,757,272066561
280,110,96,248,1,1,eye,765,16804481
510,40,48,208,7,7,dla,765,212447845.0
110,340,256,120,1,1,eye,766,19584001
396,162,40,224,3,3,shi,767,88037929
312,278,144,16,3,3,eye,767,11817781
498,310,112,24,3,3,dla,765,55055001
98,154,16,256,1,1,eye,286,4257793
26,384,40,112,9,9,shi,757,51796993
216,216,40,128,1,1,shi,767,4043521
500,346,184,48,1,1,eye,767,27203905
390,482,8,1,1,1,eye,767,206779
436,264,120,232,7,7,shi,759,2573840545
360,90,80,40,9,9,shi,383,188978401
34,256,48,24,1,1,shi,767,479233
418,164,208,216,9,9,eye,766,533658625
118,100,104,160,3,3,shi,762,32946001
398,452,104,208,5,5,eye,762,371826049
488,108,232,1,1,1,dla,767,247313.0
120,222,192,224,3,3,eye,767,53719561
98,124,256,240,3,3,eye,762,35553281
114,32,16,88,5,5,shi,761,2192449
270,226,256,136,1,1,shi,765,51549697
380,178,56,152,5,5,dla,765,220213345
218,154,256,40,5,5,shi,565,212359687
236,80,144,232,3,3,eye,762,40212481
424,24,64,160,9,9,shi,763,138501721
6,412,248,176,5,5,eye,763,8709681
102,478,136,1,1,1,shi,143,7605937
244,186,152,216,7,7,eye,759,201164581
296,424,216,112,5,5,shi,763,1331691569
82,512,112,240,9,9,dla,757,1289979393
168,142,136,128,9,9,eye,767,54161073
340,236,56,40,9,9,eye,573,26029857
252,390,72,232,3,3,dla,767,257970301
70,428,192,200,1,1,shi,765,25310209
260,288,256,184,5,5,eye,765,270646273
444,28,104,208,7,7,eye,767,35391833
178,46,88,200,1,1,eye,575,3588001
308,334,8,176,3,3,shi,766,16721377
368,8,240,8,1,1,eye,767,103169
358,322,184,224,7,7,eye,767,546215041
304,178,96,112,1,1,eye,574,13396993
190,30,120,48,5,5,dla,573,24340977
418,464,8,224,1,1,eye,287,47290881
268,412,56,216,9,9,eye,567,215311201
116,286,240,40,7,7,eye,759,32678361
360,320,232,56,3,3,shi,767,239203201
36,394,16,240,3,3,shi,767,7172377
4,510,48,216,3,3,shi,766,3410881
470,384,136,136,9,9,eye,765,439107841
238,388,240,176,5,5,eye,762,325050881
508,280,1,24,1,1,shi,575,156521
254,112,224,96,7,7,eye,760,73067905
178,270,80,104,1,1,eye,767,10951201
342,368,192,72,1,1,eye,767,29966977
180,94,48,80,7,7,shi,575,69659641
234,326,208,104,5,5,dla,764,719222401
88,312,256,64,1,1,shi,766,7667713
404,490,64,32,1,1,eye,767,6930561
250,108,32,200,9,9,shi,765,157488301
270,470,48,144,9,9,shi,573,1233658351
488,222,88,240,5,5,shi,763,910943257
430,110,240,88,7,7,shi,573,1085005241
306,126,112,80,9,9,eye,764,50037121
66,22,200,88,1,1,eye,766,557569
176,78,176,160,5,5,shi,766,177222241
134,94,200,88,5,5,shi,565,123944641
140,186,40,72,5,5,shi,573,46913665
226,236,208,168,5,5,shi,757,819320965
280,196,248,168,7,7,dla,765,2155906369
70,54,248,256,5,5,shi,765,92306089
230,484,96,224,7,7,shi,765,1964263665
314,414,176,88,1,1,eye,766,38035009
180,380,200,216,5,5,eye,767,295100401
176,166,40,176,5,5,shi,766,78946945
120,150,176,56,1,1,eye,767,3276001
36,366,184,256,7,7,shi,767,459798481
280,304,216,104,9,9,eye,765,303742209
260,264,80,88,5,5,eye,573,58577377
68,134,88,48,5,5,eye,567,4141405
332,262,144,1,1,1,eye,767,286105
460,298,216,152,9,9,eye,765,711500033
90,454,224,104,1,1,shi,765,20135809
140,228,216,208,5,5,eye,765,131395489
388,392,152,152,9,9,eye,759,593174401
488,32,248,112,1,1,eye,767,7641089
204,22,72,104,1,1,eye,767,1011297
28,252,192,200,3,3,eye,762,12773377
330,84,160,232,9,9,dla,766,1822248961
268,308,208,64,3,3,eye,765,63567505
414,398,176,160,3,3,shi,764,777284449
184,18,208,64,7,7,dla,379,105900925
406,430,48,224,5,5,shi,762,769049841
36,118,40,136,7,7,eye,575,3961615
278,68,248,88,1,1,dla,573,13443585
44,396,176,128,1,1,eye,766,7299073
100,310,112,120,1,1,shi,765,7638401
240,38,256,64,3,3,dla,575,34330641
254,424,104,256,9,9,eye,757,491524545
250,510,24,32,1,1,shi,767,3341521
470,138,168,144,1,1,dla,766,37449217
112,354,152,160,3,3,shi,679,161317801.0
244,180,8,16,1,1,eye,575,786241
394,70,80,32,1,1,eye,767,1921921
214,384,184,88,1,1,eye,767,23721985
148,360,32,176,1,1,eye,765,10454401
424,166,256,232,5,5,shi,763,1775471593
272,448,248,40,1,1,eye,767,21432321
248,416,224,80,1,1,dla,767,34245121
136,6,192,208,7,7,eye,763,3487483
122,162,72,64,3,3,dla,759,14933941
322,396,104,56,3,3,shi,762,117675361
252,56,104,240,1,1,eye,767,7338241
466,344,96,256,9,9,shi,757,4573793729
92,264,168,184,1,1,eye,767,15155713
126,266,112,256,1,1,eye,764,19066881
208,44,120,64,9,9,eye,763,10394385
258,208,152,120,5,5,eye,761,97239169
18,26,176,136,3,3,eye,764,575641
262,312,248,88,1,1,shi,767,44259073
346,444,48,208,1,1,dla,767,26347777
38,432,128,16,5,5,dla,757,10093105
480,16,88,168,1,1,eye,767,2795521
222,270,256,136,7,7,eye,749,223975801.0
182,86,248,200,3,3,eye,762,37779457.0
58,98,168,88,9,9,eye,757,12507643
454,508,216,152,7,7,eye,738,954145921.0
128,152,88,88,1,1,dla,767,3322177
134,502,256,200,7,7,shi,757,3300975297
98,290,24,16,1,1,shi,190,751681
134,410,160,56,3,3,shi,764,79033651
318,286,192,88,3,3,shi,761,312982385
328,268,216,160,5,5,shi,763,1399091053
114,254,72,224,5,5,eye,761,64127889
460,18,232,216,1,1,shi,766,8418817
136,266,1,200,1,1,eye,91,8139601
402,192,1,160,1,1,shi,767,254593
272,84,104,112,1,1,shi,767,5224129
292,98,96,176,7,7,shi,759,378868687
350,324,32,240,1,1,eye,574,29859841
186,360,256,48,7,7,eye,761,79012801
440,356,144,40,9,9,shi,574,1725774081
232,26,72,256,5,5,eye,763,15458509
478,64,192,224,3,3,eye,767,61946881
386,472,48,208,7,7,shi,757,1501990849
302,440,72,56,7,7,eye,763,105135361
60,106,232,88,5,5,eye,767,10848041
