M,N,GEMM_K,df,ConfigID,rewards
256,19968,364,eye,765,32480449.0
92,11152,11600,shi,567,350745953.0
360,49140,19600,shi,767,6606048001.0
30,35264,648,eye,765,1323553.0
312,57344,244,eye,767,84451329.0
364,56388,630,dla,762,375318529.0
44,20340,18130,shi,766,287256161.0
18,59520,10854,eye,764,21129121.0
490,39680,6804,eye,765,240341473.0
444,31108,3332,dla,767,1355873289.0
30,2052,2304,eye,765,1257985.0
228,43248,10800,eye,767,424944577.0
126,3072,346,shi,572,4650241.0
118,23296,37908,eye,757,225037801.0
84,5060,2178,eye,707,5908673.0
48,9600,406,dla,743,3494401.0
8,31616,37746,eye,767,20565513.0
8,25792,16686,dla,766,66956033.0
274,2052,8036,shi,757,79401913.0
86,10000,1200,shi,757,20722561.0
284,41216,166,shi,767,34804225.0
416,24852,4900,eye,763,138964801.0
36,4096,392,dla,767,1118209.0
254,6272,16200,shi,745,461213201.0
20,6900,2718,dla,765,6279001.0
240,11520,398,shi,767,19868161.0
472,704,54,eye,766,2452033.0
80,18304,30618,shi,765,764334145.0
146,22320,4000,shi,757,218124001.0
384,2436,162,eye,767,941761.0
388,28304,11900,shi,759,2257718457.0
364,25652,15386,eye,762,359477249.0
474,3456,84,eye,767,4193281.0
216,33456,7750,eye,767,206588341.0
104,7236,4428,eye,763,25213033.0
392,11684,2808,eye,763,71425537.0
214,3600,8150,shi,757,175107641.0
70,47376,10900,eye,765,116439905.0
332,16740,10976,eye,759,142842337.0
298,10692,6958,shi,757,672824401.0
476,4836,6174,shi,762,229331089.0
278,27156,20482,eye,608,463922317.0
346,24960,1296,dla,181,703847041.0
102,12212,432,eye,761,3904561.0
258,12288,268,shi,767,14716417.0
406,10752,17010,eye,762,172956001.0
380,8740,2466,eye,765,45479617.0
424,9408,318,eye,766,25002433.0
142,896,374,shi,191,6534529.0
8,2788,23618,shi,572,12853013.0
286,23296,4374,shi,766,560504881.0
142,31892,4428,shi,766,340548625.0
500,27556,756,eye,765,64209601.0
424,29520,3950,eye,763,181782793.0
56,2000,8900,shi,763,19955937.0
144,8580,3618,eye,767,38910385.0
422,12800,22518,eye,764,257530861.0
58,50676,2304,shi,757,133928961.0
90,23716,5096,eye,765,32170321.0
190,10804,10290,shi,765,434163871.0
146,6144,314,dla,765,5068801.0
390,33060,90,eye,765,6175261.0
376,17316,2178,shi,571,365287385.0
60,50112,166,eye,767,9322561.0
36,16932,1152,shi,767,12729601.0
186,36480,196,eye,766,28788481.0
396,27440,11750,shi,767,2607417121.0
314,4644,1368,shi,764,46730881.0
64,37380,10290,dla,679,470090881.0
318,9044,2448,shi,761,186427713.0
198,112,10950,dla,766,3894913.0
246,7744,50,eye,575,2402401.0
96,30500,1470,shi,767,68883841.0
136,1216,158,eye,763,580177.0
152,44772,4410,shi,763,490264601.0
410,15232,62,eye,765,9395233.0
498,30256,6450,shi,761,1595343001.0
24,9108,24500,shi,767,162328001.0
252,14848,33696,eye,767,272004097.0
434,27300,1350,dla,762,324979201.0
156,26500,6468,shi,767,504627553.0
500,47124,1656,shi,765,791200001.0
396,10752,50,shi,767,4118401.0
184,15444,3136,shi,571,270147329.0
320,11076,2304,eye,573,58146817.0
410,9348,2376,eye,765,80768689.0
402,4864,282,eye,767,11965825.0
324,12852,3096,shi,767,253562401.0
300,660,6272,dla,767,19437001.0
144,17700,2340,dla,767,115758001.0
32,32500,8526,shi,571,204699169.0
4,240,9450,dla,759,145441.0
388,48708,1368,eye,765,142414273.0
242,6480,11200,dla,766,275425921.0
424,5760,108,shi,766,7278337.0
370,5796,15680,eye,573,104641921.0
120,21200,9150,eye,767,94742761.0
466,13376,70,shi,767,9369361.0
242,2688,330,shi,766,4878721.0
238,13312,5508,eye,762,42022913.0
406,48256,26730,shi,762,10072999201.0
218,27376,5900,eye,766,125061121.0
324,36608,104,shi,767,25698817.0
358,30420,7056,dla,767,1612564201.0
10,7568,3850,shi,767,5086159.0
28,19712,37584,shi,762,353662657.0
394,5412,23030,dla,760,841414465.0
350,1216,174,dla,766,1400833.0
48,43200,32076,eye,767,147958273.0
46,11264,276,eye,767,2525953.0
434,45540,2790,eye,762,378864641.0
190,4484,3006,eye,765,23099441.0
272,8432,6950,dla,763,288121441.0
96,3968,39690,shi,767,243886721.0
58,7684,8820,eye,757,10335601.0
20,13776,7750,eye,765,7936621.0
296,9380,1620,eye,574,34992001.0
484,11988,1044,shi,766,109511425.0
144,17712,8300,shi,767,392288545.0
474,36068,792,eye,761,73413121.0
76,9216,1134,shi,759,12415285.0
18,14976,394,eye,764,2269441.0
68,6192,3650,dla,759,31894993.0
14,20292,21462,dla,762,97726273.0
114,40228,12348,eye,761,146895841.0
268,13312,290,dla,765,19768321.0
358,24272,3100,shi,757,548219005.0
14,17700,1800,shi,762,8968801.0
66,1280,382,dla,766,552961.0
312,6144,15228,shi,767,912325649.0
202,704,44,eye,191,855713.0
374,10212,5782,dla,766,374984641.0
134,7168,464,eye,764,7795201.0
308,12180,2412,eye,574,87046401.0
90,4608,22032,dla,765,168168961.0
300,16848,8500,shi,767,826761001.0
300,44100,6664,dla,767,1948117501.0
310,19584,14418,dla,765,1477084033.0
202,59520,39852,shi,757,7733466577.0
156,21780,6762,dla,575,500308381.0
370,27968,39690,eye,765,749874931.0
434,16,80,dla,574,15361.0
292,18352,8150,shi,759,887070451.0
422,17316,22246,eye,572,641334929.0
200,28340,17640,eye,573,339379201.0
38,17108,1566,dla,757,18527965.0
52,17920,208,eye,766,3993601.0
196,24960,272,eye,766,28200961.0
316,512,306,dla,766,890881.0
378,14160,11700,eye,764,213228289.0
428,46512,12450,shi,615,4869487825.0
446,256,6480,dla,763,18608129.0
442,1456,11300,eye,767,30203545.0
466,15872,17982,eye,767,235878553.0
428,16320,24138,dla,759,2837640001.0
104,6864,4300,eye,763,14831389.0
286,34048,24948,shi,766,4795406617.0
142,16128,422,shi,575,22119553.0
198,24192,30618,eye,742,315596737.0
98,43700,2520,eye,762,64225281.0
460,21012,2538,shi,765,478096033.0
54,61440,362,shi,766,22241281.0
26,55680,36288,dla,757,825901441.0
164,35280,3600,shi,759,425938177.0
20,26448,7800,shi,765,71193409.0
234,18612,1512,eye,764,45846529.0
138,22356,24696,eye,761,246214081.0
304,7680,362,shi,574,23353345.0
40,27060,3960,shi,765,69956481.0
176,36852,2952,eye,766,116505601.0
248,9984,116,shi,767,6080257.0
334,11264,192,eye,767,13418497.0
424,27776,35478,eye,763,843689617.0
86,1156,3724,shi,565,10905317.0
322,8192,168,shi,767,7547905.0
258,2448,1700,eye,761,7064385.0
106,22148,3430,eye,757,20568241.0
188,5040,10650,eye,572,56610289.0
92,23104,456,eye,767,21625345.0
410,27648,27216,eye,765,536272129.0
50,34048,56,shi,765,1872641.0
6,9216,210,eye,761,211681.0
468,10816,278,eye,767,29316769.0
240,13872,6550,shi,767,427877441.0
102,1536,10368,eye,569,4238849.0
478,3840,39528,shi,757,1361445337.0
210,5236,3366,shi,765,62455009.0
154,8436,10486,eye,766,35592481.0
8,29760,328,eye,766,1464193.0
248,12096,308,eye,767,18162145.0
176,26496,7938,eye,766,88115329.0
290,13872,6700,eye,765,109243233.0
378,12480,6966,dla,572,765273601.0
106,23040,31590,shi,757,1206342541.0
422,34500,7056,dla,572,2150109001.0
330,1748,2052,eye,574,10944001.0
92,12880,10600,eye,567,56142265.0
474,19968,24948,eye,761,521386097.0
66,16640,37584,eye,766,89399809.0
222,11684,3222,shi,761,132460001.0
154,9396,2376,shi,766,59476033.0
218,21120,138,eye,766,15897601.0
108,14976,39852,eye,767,155103985.0
318,4160,34,eye,766,1230529.0
342,6864,12150,eye,764,112691737.0
356,32144,1650,shi,759,386109769.0
68,23040,27540,eye,759,101439001.0
346,1524,4410,shi,767,36946001.0
108,11060,1098,shi,767,24981697.0
342,6144,11988,shi,764,393657505.0
80,43648,264,shi,765,17284609.0
458,18612,3906,eye,764,232318465.0
150,36608,35478,eye,765,426261601.0
100,18404,2718,dla,765,83738201.0
126,36864,70,eye,572,7526401.0
160,33264,7550,eye,753,130985857.0
410,49920,6318,eye,765,248983489.0
488,19584,72,shi,575,16578433.0
296,43844,17542,shi,763,4695707001.0
472,8064,35640,eye,571,353808841.0
334,8692,8820,dla,760,429784633.0
356,35332,7350,shi,759,1901053351.0
146,23460,18816,shi,565,1403141761.0
104,21252,9702,eye,763,66764413.0
306,1940,19502,dla,764,204080241.0
170,7936,27540,eye,765,75001281.0
274,4100,22736,dla,766,442800001.0
266,48260,1962,eye,762,135725057.0
360,5184,12798,shi,767,442355761.0
246,5632,196,shi,767,4708705.0
98,11700,4302,dla,762,83865601.0
234,8500,20482,shi,764,719179033.0
60,11248,6050,eye,767,17482081.0
250,38804,1176,dla,381,476319101.0
364,43700,450,dla,762,145433601.0
8,34928,12200,shi,767,69171073.0
266,16132,784,eye,762,9202689.0
412,3584,190,shi,575,9682401.0
498,17808,300,eye,761,10226929.0
60,3840,240,shi,575,1497601.0
172,16324,2352,dla,567,138280605.0
360,15604,234,eye,767,8161921.0
312,12288,42,shi,767,3634177.0
236,31892,3060,eye,762,177561601.0
370,23088,150,shi,765,24661981.0
100,4340,3024,eye,573,12841921.0
432,27876,588,eye,767,22136977.0
448,80,68,eye,766,66913.0
60,19200,58,shi,767,1447681.0
474,14640,7900,eye,761,180939073.0
508,4224,4374,eye,567,22288501.0
98,11620,2448,shi,762,50654017.0
156,1764,5586,dla,767,27013897.0
286,6656,35802,dla,766,1080561665.0
392,55440,5900,eye,763,409088065.0
226,11524,3168,shi,767,186936289.0
112,10240,226,eye,571,7289857.0
394,10320,5850,shi,757,416541529.0
230,30420,8526,eye,765,200428165.0
460,14720,232,eye,766,43029505.0
414,12084,17934,shi,764,1693398553.0
432,7280,850,eye,767,10315873.0
152,1716,2358,shi,571,15849953.0
452,13824,28350,eye,567,565565001.0
502,33060,3132,eye,767,305883649.0
502,9652,3672,eye,767,97126849.0
348,23600,10850,shi,767,1783385857.0
196,25300,3366,shi,762,305091249.0
488,25908,3708,shi,763,741695585.0
448,3648,12636,eye,763,51026977.0
152,32832,33372,eye,763,365786785.0
118,10164,4116,shi,565,149809969.0
56,1200,9050,eye,763,3056005.0
396,13616,1050,eye,767,23779603.0
400,8400,950,eye,765,15260801.0
340,5412,4068,shi,765,122206337.0
384,3328,302,eye,575,26131457.0
452,1792,8586,dla,759,131622401.0
66,14080,6642,shi,766,105222565.0
328,37392,8850,eye,763,402589333.0
30,20592,9250,eye,765,26746561.0
404,11520,86,eye,575,9122881.0
116,768,154,eye,380,960961.0
276,11620,3924,dla,767,203919381.0
300,6400,14094,eye,767,67720801.0
174,5040,6700,eye,569,28165729.0
122,960,158,dla,764,403201.0
124,11856,10100,shi,759,261050257.0
168,24320,26,eye,767,2271361.0
342,44928,138,eye,767,43285633.0
112,19840,336,eye,571,20998657.0
512,7412,5488,eye,763,56340481.0
362,5396,4140,eye,574,59202001.0
192,4352,12312,dla,767,203255809.0
378,26448,6850,shi,764,1202539969.0
100,15620,3762,dla,765,99499401.0
172,25092,4032,shi,759,344363265.0
400,21168,7050,eye,765,249152641.0
66,1520,3550,eye,766,1881217.0
478,6068,20776,eye,767,219767681.0
230,14756,2268,eye,765,44304625.0
60,59472,9850,eye,767,120965881.0
408,41860,396,eye,767,39787617.0
168,19504,6450,eye,767,82628113.0
328,2996,1314,shi,763,24255273.0
252,3072,366,dla,767,5031937.0
460,14800,6750,eye,765,187045201.0
62,10788,2124,eye,764,8534233.0
172,34048,41148,shi,759,4304578641.0
96,40228,20286,eye,767,193126033.0
424,31108,5880,eye,763,217454761.0
470,11088,11600,eye,765,279164209.0
100,3952,4050,shi,765,30805921.0
482,14916,15386,eye,762,298124161.0
62,10388,15190,eye,757,30444481.0
172,9348,10290,eye,759,42693841.0
180,32100,1368,eye,767,53680321.0
330,21840,8500,eye,766,236476801.0
164,20496,3100,eye,766,34908481.0
156,30096,250,dla,143,117765649.0
74,14848,22680,shi,757,389639601.0
220,33600,34344,eye,766,574876161.0
134,14080,28,shi,764,1008001.0
120,6068,8134,eye,575,23465761.0
474,17136,12750,shi,761,2033355721.0
440,13332,15092,eye,766,266112001.0
250,23808,5184,eye,573,72665601.0
18,55632,12450,shi,764,218916817.0
466,6992,3000,shi,565,258294481.0
68,35088,4950,eye,759,47595241.0
250,43956,4392,eye,765,328619201.0
262,25536,164,shi,767,23639617.0
226,19840,34182,eye,757,279821449.0
396,28884,1206,eye,767,80975665.0
446,8820,5390,shi,757,404450641.0
288,16192,28836,eye,767,249399361.0
308,26320,4800,shi,766,834430465.0
80,8064,29160,eye,573,44377921.0
190,18532,294,shi,765,18327553.0
92,5376,40824,shi,759,360696673.0
376,1920,322,shi,767,10716161.0
390,30212,2574,eye,765,185747563.0
212,1920,404,shi,767,7562881.0
414,16128,5832,shi,764,695467009.0
392,51584,106,eye,767,37834369.0
222,22080,332,dla,767,32722561.0
326,2560,17496,dla,757,272066561.0
280,23808,110,eye,765,16804481.0
510,8484,1960,dla,765,212447845.0
110,30720,340,eye,766,19584001.0
396,8436,1458,shi,767,88037929.0
312,1988,2502,eye,767,11817781.0
498,2420,2790,dla,765,55055001.0
98,4096,154,eye,286,4257793.0
26,3328,31104,shi,757,51796993.0
216,5120,216,shi,767,4043521.0
500,8832,346,eye,767,27203905.0
390,8,482,eye,767,206779.0
436,25764,12936,shi,759,2573840545.0
360,2304,7290,shi,383,188978401.0
34,1152,256,shi,767,479233.0
418,41600,13284,eye,766,533658625.0
118,16116,900,shi,762,32946001.0
398,20400,11300,eye,762,371826049.0
488,232,108,dla,767,247313.0
120,42180,1998,eye,767,53719561.0
98,60452,1116,eye,762,35553281.0
114,1008,800,shi,761,2192449.0
270,34816,226,shi,765,51549697.0
380,7696,4450,dla,765,220213345.0
218,9072,3850,shi,565,212359687.0
236,32660,720,eye,762,40212481.0
424,8512,1944,shi,763,138501721.0
6,41968,10300,eye,763,8709681.0
102,136,478,shi,143,7605937.0
244,30660,9114,eye,759,201164581.0
296,22896,10600,shi,763,1331691569.0
82,24128,41472,dla,757,1289979393.0
168,15360,11502,eye,767,54161073.0
340,1536,19116,eye,573,26029857.0
252,16100,3510,dla,767,257970301.0
70,38400,428,shi,765,25310209.0
260,45360,7200,eye,765,270646273.0
444,19796,1372,eye,767,35391833.0
178,17600,46,eye,575,3588001.0
308,1044,3006,shi,766,16721377.0
368,1920,8,eye,767,103169.0
358,38804,15778,eye,767,546215041.0
304,10752,178,eye,574,13396993.0
190,5104,750,dla,573,24340977.0
418,1792,464,eye,287,47290881.0
268,9984,33372,eye,567,215311201.0
116,7956,14014,eye,759,32678361.0
360,12420,2880,shi,767,239203201.0
36,3332,3546,shi,767,7172377.0
4,9844,4590,shi,766,3410881.0
470,16384,31104,eye,765,439107841.0
238,40592,9700,eye,762,325050881.0
508,24,280,shi,575,156521.0
254,19620,5488,eye,760,73067905.0
178,8320,270,eye,767,10951201.0
342,13824,368,eye,767,29966977.0
180,3108,4606,shi,575,69659641.0
234,20400,8150,dla,764,719222401.0
88,16384,312,shi,766,7667713.0
404,2048,490,eye,767,6930561.0
250,4608,8748,shi,765,157488301.0
270,5440,38070,shi,573,1233658351.0
488,19824,5550,shi,763,910943257.0
430,19188,5390,shi,573,1085005241.0
306,7488,10206,eye,764,50037121.0
66,17600,22,eye,766,557569.0
176,26832,1950,shi,766,177222241.0
134,16464,2350,shi,565,123944641.0
140,2448,4650,shi,573,46913665.0
226,33456,5900,shi,757,819320965.0
280,39204,9604,dla,765,2155906369.0
70,61488,1350,shi,765,92306089.0
230,19620,23716,shi,765,1964263665.0
314,15488,414,eye,766,38035009.0
180,41552,9500,eye,767,295100401.0
176,6192,4150,shi,766,78946945.0
120,9856,150,eye,767,3276001.0
36,44500,17934,shi,767,459798481.0
280,19968,24624,eye,765,303742209.0
260,6384,6600,eye,573,58577377.0
68,3696,3350,eye,567,4141405.0
332,144,262,eye,767,286105.0
460,29952,24138,eye,765,711500033.0
90,23296,454,shi,765,20135809.0
140,43248,5700,eye,765,131395489.0
388,20736,31752,eye,759,593174401.0
488,27776,32,eye,767,7641089.0
204,7488,22,eye,767,1011297.0
28,37620,2268,eye,762,12773377.0
330,34048,6804,dla,766,1822248961.0
268,12772,2772,eye,765,63567505.0
414,27492,3582,shi,764,777284449.0
184,11716,882,dla,379,105900925.0
406,9680,10750,shi,762,769049841.0
36,4420,5782,eye,575,3961615.0
278,21824,68,dla,573,13443585.0
44,22528,396,eye,766,7299073.0
100,13440,310,shi,765,7638401.0
240,15748,342,dla,575,34330641.0
254,23808,34344,eye,757,491524545.0
250,768,510,shi,767,3341521.0
470,24192,138,dla,766,37449217.0
112,23700,3186,shi,679,161317801.0
244,128,180,eye,575,786241.0
394,2560,70,eye,767,1921921.0
214,16192,384,eye,767,23721985.0
148,5632,360,eye,765,10454401.0
424,57456,4150,shi,763,1775471593.0
272,9920,448,eye,767,21432321.0
248,17920,416,dla,767,34245121.0
136,37572,294,eye,763,3487483.0
122,4340,1458,dla,759,14933941.0
322,5508,3564,shi,762,117675361.0
252,24960,56,eye,767,7338241.0
466,21824,27864,shi,757,4573793729.0
92,30912,264,eye,767,15155713.0
126,28672,266,eye,764,19066881.0
208,6272,3564,eye,763,10394385.0
258,17168,5200,eye,761,97239169.0
18,23316,234,eye,764,575641.0
262,21824,312,shi,767,44259073.0
346,9984,444,dla,767,26347777.0
38,1488,10800,dla,757,10093105.0
480,14784,16,eye,767,2795521.0
222,32500,13230,eye,749,223975801.0
182,48708,774,eye,762,37779457.0
58,12800,7938,eye,757,12507643.0
454,30660,24892,eye,738,954145921.0
128,7744,152,dla,767,3322177.0
134,48500,24598,shi,757,3300975297.0
98,384,290,shi,190,751681.0
134,8532,3690,shi,764,79033651.0
318,16340,2574,shi,761,312982385.0
328,33072,6700,shi,763,1399091053.0
114,14960,6350,eye,761,64127889.0
460,50112,18,shi,766,8418817.0
136,200,266,eye,91,8139601.0
402,160,192,shi,767,254593.0
272,11648,84,shi,767,5224129.0
292,15300,4802,shi,759,378868687.0
350,7680,324,eye,574,29859841.0
186,10500,17640,eye,761,79012801.0
440,4352,28836,shi,574,1725774081.0
232,17136,650,eye,763,15458509.0
478,42180,576,eye,767,61946881.0
386,8484,23128,shi,757,1501990849.0
302,3300,21560,eye,763,105135361.0
60,19152,2650,eye,767,10848041.0
254,2736,1150,shi,757,14090905.0
418,10032,5450,shi,574,519804433.0
442,640,252,shi,143,9696961.0
254,9216,38,eye,765,1564993.0
180,4352,15228,shi,767,263173681.0
458,3200,180,eye,538,7257601.0
210,19536,1800,dla,765,205948513.0
148,24948,4410,eye,759,47232721.0
48,19008,35316,eye,767,67876481.0
444,17940,4464,eye,767,208038273.0
386,18468,4998,shi,757,660799963.0
54,9152,446,shi,764,5566081.0
440,38420,5586,eye,766,246240001.0
316,21760,26730,shi,759,3447496801.0
462,26880,138,eye,766,31159297.0
340,16932,2754,shi,765,312036769.0
298,34560,16362,shi,757,3161734705.0
150,43200,270,eye,765,35640001.0
456,10032,4550,shi,575,548120665.0
194,18564,3384,eye,762,70074369.0
504,14592,294,shi,767,46230913.0
234,6272,170,eye,764,4950401.0
48,14960,9500,shi,767,200773761.0
276,7040,37422,eye,575,206781961.0
308,12096,286,eye,766,20756737.0
342,9984,10044,shi,764,659632881.0
170,19028,4482,shi,765,325805545.0
212,34048,52,eye,767,7398145.0
128,30400,300,shi,765,25740001.0
6,46228,432,dla,572,2542541.0
144,7680,148,eye,767,4432897.0
170,14336,78,eye,765,3734017.0
314,11060,198,eye,764,4546081.0
258,35568,750,shi,761,132532021.0
262,12096,120,shi,767,7413121.0
462,3712,64,eye,382,7483393.0
328,4608,24786,shi,763,780612121.0
414,26772,18032,shi,764,4122171137.0
212,4160,260,eye,575,6327361.0
502,53424,6500,shi,757,2778248721.0
160,13056,352,eye,573,16850945.0
32,32724,14602,shi,763,283265689.0
418,8624,12750,dla,766,723588097.0
366,14276,1836,eye,761,59544541.0
456,23540,3186,shi,767,623742337.0
204,28224,264,shi,767,29405377.0
164,25520,1900,eye,766,27688321.0
226,9984,20412,dla,757,735581185.0
102,37696,152,eye,763,13231297.0
186,9680,7050,shi,761,231103513.0
256,8036,14602,eye,571,104934145.0
184,580,15778,dla,763,31455721.0
498,4992,124,eye,767,6499585.0
26,9108,3762,shi,757,18345185.0
180,10692,13818,eye,767,74744101.0
390,6916,2484,eye,573,59750965.0
368,4692,10486,eye,763,77373841.0
26,30420,19992,dla,757,274053781.0
94,9204,3456,shi,760,78067201.0
40,23760,4450,eye,573,19300897.0
82,51584,17496,shi,757,1424186497.0
304,26832,12350,eye,763,362224513.0
70,17664,436,dla,765,9520897.0
496,46400,15876,eye,763,820211393.0
92,30720,162,shi,759,7633609.0
260,16,160,eye,381,45761.0
190,18644,4158,shi,765,280720441.0
328,41328,8050,eye,763,406001107.0
60,12288,286,shi,767,3569281.0
246,576,38,shi,383,248977.0
354,47380,1440,eye,761,159913601.0
342,5264,8850,dla,764,271243393.0
182,38804,6468,shi,762,838506241.0
176,12500,2352,eye,766,14929921.0
212,19008,6966,eye,759,59254001.0
192,34196,3474,shi,767,444276737.0
86,18000,5250,eye,757,33158161.0
346,900,1962,eye,767,4134589.0
130,10752,140,dla,765,4612609.0
78,12272,9850,shi,761,181564657.0
370,6400,108,eye,767,8704801.0
234,6532,774,eye,764,8800897.0
400,4608,80,shi,381,6758401.0
6,22704,2150,eye,766,1363531.0
88,26500,19600,eye,766,110592001.0
22,16,436,dla,766,2689.0
268,2640,2500,dla,759,35729761.0
500,21156,2880,eye,765,168896001.0
196,23028,4312,shi,762,385556865.0
168,28884,1278,dla,767,132230953.0
346,10416,3500,shi,565,301539001.0
316,41360,8250,eye,759,347565241.0
198,39204,8624,eye,766,179625601.0
336,23460,4050,eye,767,186782401.0
332,2496,29808,dla,759,403977601.0
418,84,4230,dla,766,2553601.0
2,29492,5880,dla,758,5839417.0
120,25,7742,eye,47,33447021.0
176,33300,900,shi,766,95360001.0
170,576,70,shi,285,942481.0
236,10064,6000,eye,759,60066721.0
82,21504,100,shi,767,3057601.0
